年份,情景,基金类型,配置权重_中枢,年率化回报_小数,年率化回报_百分比,eMPF行政费率_现行,eMPF行政费率_旧值,若仍用旧费率0.37%的净回报_百分比,eMPF降费对净回报提升_bp,真实或假设,来源或假设
2044,高,混合资产基金,0.35,0.0693,6.93,0.0029,0.0037,6.85,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2044,高,DIS核心累积基金,0.25,0.0943,9.43,0.0029,0.0037,9.35,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2044,高,保守基金,0.1,0.01995,1.995,0.0029,0.0037,1.915,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2044,高,制度加权(系统),1.0,0.0688,6.88,0.0029,0.0037,6.8,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2045,低,股票基金,0.3,0.031271,3.127,0.0029,0.0037,3.047,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,低,混合资产基金,0.35,0.028271,2.827,0.0029,0.0037,2.747,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,低,DIS核心累积基金,0.25,0.053271,5.327,0.0029,0.0037,5.247,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,低,保守基金,0.1,0.007875,0.787,0.0029,0.0037,0.708,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,低,制度加权(系统),1.0,0.028211,2.821,0.0029,0.0037,2.741,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2045,中,股票基金,0.3,0.050271,5.027,0.0029,0.0037,4.947,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,中,混合资产基金,0.35,0.047271,4.727,0.0029,0.0037,4.647,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,中,DIS核心累积基金,0.25,0.072271,7.227,0.0029,0.0037,7.147,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,中,保守基金,0.1,0.013575,1.357,0.0029,0.0037,1.278,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,中,制度加权(系统),1.0,0.047211,4.721,0.0029,0.0037,4.641,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2045,高,股票基金,0.3,0.071271,7.127,0.0029,0.0037,7.047,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,高,混合资产基金,0.35,0.068271,6.827,0.0029,0.0037,6.747,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,高,DIS核心累积基金,0.25,0.093271,9.327,0.0029,0.0037,9.247,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,高,保守基金,0.1,0.019875,1.988,0.0029,0.0037,1.908,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2045,高,制度加权(系统),1.0,0.068211,6.821,0.0029,0.0037,6.741,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2046,低,股票基金,0.3,0.029,2.9,0.0029,0.0037,2.82,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,低,混合资产基金,0.35,0.026,2.6,0.0029,0.0037,2.52,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,低,DIS核心累积基金,0.25,0.051,5.1,0.0029,0.0037,5.02,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,低,保守基金,0.1,0.0078,0.78,0.0029,0.0037,0.7,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,低,制度加权(系统),1.0,0.027,2.7,0.0029,0.0037,2.62,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2046,中,股票基金,0.3,0.048,4.8,0.0029,0.0037,4.72,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,中,混合资产基金,0.35,0.045,4.5,0.0029,0.0037,4.42,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,中,DIS核心累积基金,0.25,0.07,7.0,0.0029,0.0037,6.92,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,中,保守基金,0.1,0.0135,1.35,0.0029,0.0037,1.27,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,中,制度加权(系统),1.0,0.046,4.6,0.0029,0.0037,4.52,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2046,高,股票基金,0.3,0.069,6.9,0.0029,0.0037,6.82,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,高,混合资产基金,0.35,0.066,6.6,0.0029,0.0037,6.52,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,高,DIS核心累积基金,0.25,0.091,9.1,0.0029,0.0037,9.02,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,高,保守基金,0.1,0.0198,1.98,0.0029,0.0037,1.9,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2046,高,制度加权(系统),1.0,0.067,6.7,0.0029,0.0037,6.62,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2047,低,股票基金,0.3,0.026729,2.673,0.0029,0.0037,2.593,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,低,混合资产基金,0.35,0.023729,2.373,0.0029,0.0037,2.293,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,低,DIS核心累积基金,0.25,0.048729,4.873,0.0029,0.0037,4.793,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,低,保守基金,0.1,0.007725,0.772,0.0029,0.0037,0.692,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,低,制度加权(系统),1.0,0.025789,2.579,0.0029,0.0037,2.499,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2047,中,股票基金,0.3,0.045729,4.573,0.0029,0.0037,4.493,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,中,混合资产基金,0.35,0.042729,4.273,0.0029,0.0037,4.193,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,中,DIS核心累积基金,0.25,0.067729,6.773,0.0029,0.0037,6.693,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,中,保守基金,0.1,0.013425,1.343,0.0029,0.0037,1.262,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,中,制度加权(系统),1.0,0.044789,4.479,0.0029,0.0037,4.399,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2047,高,股票基金,0.3,0.066729,6.673,0.0029,0.0037,6.593,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,高,混合资产基金,0.35,0.063729,6.373,0.0029,0.0037,6.293,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,高,DIS核心累积基金,0.25,0.088729,8.873,0.0029,0.0037,8.793,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,高,保守基金,0.1,0.019725,1.972,0.0029,0.0037,1.892,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2047,高,制度加权(系统),1.0,0.065789,6.579,0.0029,0.0037,6.499,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2048,低,股票基金,0.3,0.0257,2.57,0.0029,0.0037,2.49,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,低,混合资产基金,0.35,0.0227,2.27,0.0029,0.0037,2.19,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,低,DIS核心累积基金,0.25,0.0477,4.77,0.0029,0.0037,4.69,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,低,保守基金,0.1,0.00765,0.765,0.0029,0.0037,0.685,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,低,制度加权(系统),1.0,0.0252,2.52,0.0029,0.0037,2.44,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2048,中,股票基金,0.3,0.0447,4.47,0.0029,0.0037,4.39,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,中,混合资产基金,0.35,0.0417,4.17,0.0029,0.0037,4.09,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,中,DIS核心累积基金,0.25,0.0667,6.67,0.0029,0.0037,6.59,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,中,保守基金,0.1,0.01335,1.335,0.0029,0.0037,1.255,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,中,制度加权(系统),1.0,0.0442,4.42,0.0029,0.0037,4.34,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2048,高,股票基金,0.3,0.0657,6.57,0.0029,0.0037,6.49,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,高,混合资产基金,0.35,0.0627,6.27,0.0029,0.0037,6.19,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,高,DIS核心累积基金,0.25,0.0877,8.77,0.0029,0.0037,8.69,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,高,保守基金,0.1,0.01965,1.965,0.0029,0.0037,1.885,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2048,高,制度加权(系统),1.0,0.0652,6.52,0.0029,0.0037,6.44,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2049,低,股票基金,0.3,0.026429,2.643,0.0029,0.0037,2.563,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,低,混合资产基金,0.35,0.023429,2.343,0.0029,0.0037,2.263,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,低,DIS核心累积基金,0.25,0.048429,4.843,0.0029,0.0037,4.763,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,低,保守基金,0.1,0.007575,0.757,0.0029,0.0037,0.677,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,低,制度加权(系统),1.0,0.025489,2.549,0.0029,0.0037,2.469,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2049,中,股票基金,0.3,0.045429,4.543,0.0029,0.0037,4.463,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,中,混合资产基金,0.35,0.042429,4.243,0.0029,0.0037,4.163,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,中,DIS核心累积基金,0.25,0.067429,6.743,0.0029,0.0037,6.663,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,中,保守基金,0.1,0.013275,1.328,0.0029,0.0037,1.248,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,中,制度加权(系统),1.0,0.044489,4.449,0.0029,0.0037,4.369,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2049,高,股票基金,0.3,0.066429,6.643,0.0029,0.0037,6.563,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,高,混合资产基金,0.35,0.063429,6.343,0.0029,0.0037,6.263,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,高,DIS核心累积基金,0.25,0.088429,8.843,0.0029,0.0037,8.763,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,高,保守基金,0.1,0.019575,1.957,0.0029,0.0037,1.877,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2049,高,制度加权(系统),1.0,0.065489,6.549,0.0029,0.0037,6.469,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2050,低,股票基金,0.3,0.0284,2.84,0.0029,0.0037,2.76,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,低,混合资产基金,0.35,0.0254,2.54,0.0029,0.0037,2.46,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,低,DIS核心累积基金,0.25,0.0504,5.04,0.0029,0.0037,4.96,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,低,保守基金,0.1,0.0075,0.75,0.0029,0.0037,0.67,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,低,制度加权(系统),1.0,0.0264,2.64,0.0029,0.0037,2.56,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2050,中,股票基金,0.3,0.0474,4.74,0.0029,0.0037,4.66,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,中,混合资产基金,0.35,0.0444,4.44,0.0029,0.0037,4.36,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,中,DIS核心累积基金,0.25,0.0694,6.94,0.0029,0.0037,6.86,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,中,保守基金,0.1,0.0132,1.32,0.0029,0.0037,1.24,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,中,制度加权(系统),1.0,0.0454,4.54,0.0029,0.0037,4.46,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2050,高,股票基金,0.3,0.0684,6.84,0.0029,0.0037,6.76,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,高,混合资产基金,0.35,0.0654,6.54,0.0029,0.0037,6.46,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,高,DIS核心累积基金,0.25,0.0904,9.04,0.0029,0.0037,8.96,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,高,保守基金,0.1,0.0195,1.95,0.0029,0.0037,1.87,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2050,高,制度加权(系统),1.0,0.0664,6.64,0.0029,0.0037,6.56,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
