年份,性别,年龄组,死亡率_每千人,年化改善率,数据类型,真实或假设,来源或假设
2049,女,30-34,0.2191,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,35-39,0.2921,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,40-44,0.3651,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,45-49,0.7513,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,5-9,0.073,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,50-54,1.202,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,55-59,1.803,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,60-64,2.973,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,65-69,4.1292,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,70-74,6.937,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,75-79,11.314,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,80-84,24.2797,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,女,85+,68.6068,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,0-4,0.4381,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,10-14,0.073,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,15-19,0.146,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,20-24,0.2191,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,25-29,0.2921,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,30-34,0.4381,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,35-39,0.5111,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,40-44,0.8762,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,45-49,1.5025,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,5-9,0.073,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,50-54,2.4812,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,55-59,3.7218,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,60-64,5.3501,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,65-69,8.6066,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,70-74,13.4139,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,75-79,20.6248,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,80-84,44.7654,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2049,男,85+,84.8878,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,0-4,0.1553,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,10-14,0.0721,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,15-19,0.0721,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,20-24,0.1442,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,25-29,0.1442,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,30-34,0.2163,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,35-39,0.2884,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,40-44,0.3605,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,45-49,0.7427,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,5-9,0.0721,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,50-54,1.1883,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,55-59,1.7825,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,60-64,2.9504,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,65-69,4.0977,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,70-74,6.8842,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,75-79,11.2277,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,80-84,24.0945,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,女,85+,68.1392,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,0-4,0.4326,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,10-14,0.0721,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,15-19,0.1442,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,20-24,0.2163,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,25-29,0.2884,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,30-34,0.4326,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,35-39,0.5047,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,40-44,0.8653,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,45-49,1.4854,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,5-9,0.0721,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,50-54,2.4561,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,55-59,3.6841,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,60-64,5.2959,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,65-69,8.5195,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,70-74,13.2781,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,75-79,20.416,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,80-84,44.529,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2050,男,85+,84.4395,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,0-4,0.1514,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,10-14,0.0712,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,15-19,0.0712,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,20-24,0.1424,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,25-29,0.1424,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,30-34,0.2136,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,35-39,0.2848,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,40-44,0.356,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,45-49,0.7343,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,5-9,0.0712,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,50-54,1.1748,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,55-59,1.7622,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,60-64,2.9279,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,65-69,4.0665,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,70-74,6.8317,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,75-79,11.1421,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,80-84,23.9108,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,女,85+,67.6748,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,0-4,0.4272,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,10-14,0.0712,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,15-19,0.1424,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,20-24,0.2136,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,25-29,0.2848,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,30-34,0.4272,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,35-39,0.4984,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,40-44,0.8544,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,45-49,1.4685,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,5-9,0.0712,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,50-54,2.4312,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,55-59,3.6468,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,60-64,5.2423,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,65-69,8.4332,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,70-74,13.1436,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,75-79,20.2093,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,80-84,44.2939,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2051,男,85+,83.9937,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,0-4,0.1477,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,10-14,0.0703,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,15-19,0.0703,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,20-24,0.1406,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,25-29,0.1406,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,30-34,0.2109,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,35-39,0.2813,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,40-44,0.3516,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,45-49,0.7259,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,5-9,0.0703,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,50-54,1.1615,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,55-59,1.7422,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,60-64,2.9055,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,65-69,4.0355,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,70-74,6.7796,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,75-79,11.0572,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,80-84,23.7285,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,女,85+,67.2135,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,0-4,0.4219,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,10-14,0.0703,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,15-19,0.1406,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,20-24,0.2109,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,25-29,0.2813,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,30-34,0.4219,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,35-39,0.4922,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,40-44,0.8438,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,45-49,1.4518,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,5-9,0.0703,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,50-54,2.4066,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,55-59,3.6099,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,60-64,5.1892,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,65-69,8.3478,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,70-74,13.0106,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,75-79,20.0047,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,80-84,44.06,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2052,男,85+,83.5502,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,0-4,0.144,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,10-14,0.0694,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,15-19,0.0694,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,20-24,0.1389,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,25-29,0.1389,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,30-34,0.2083,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,35-39,0.2777,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,40-44,0.3472,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,45-49,0.7177,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,5-9,0.0694,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,50-54,1.1482,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,55-59,1.7224,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,60-64,2.8834,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,65-69,4.0047,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,70-74,6.7279,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,75-79,10.9728,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,80-84,23.5476,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,女,85+,66.7554,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,0-4,0.4166,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,10-14,0.0694,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,15-19,0.1389,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,20-24,0.2083,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,25-29,0.2777,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,30-34,0.4166,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,35-39,0.486,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,40-44,0.8332,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,45-49,1.4353,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
