年份,情景,提取理由,提取人数或宗数_万,占该类金额比例,人均或单笔金额_港元,年提取金额_亿港元,真实或假设,来源或假设
2054,中,死亡,,0.15,,8.69,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,中,小额结余,,0.12,,6.95,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,中,丧失行为能力/绝密等,,0.08,,4.63,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,中,合计_总提取,11.131,1.0,381487.0,482.54,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2055,中,退休_一笔过,10.4997,0.947,396746.0,416.57,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2055,中,退休_分期或其他形式,0.5876,0.053,396746.0,23.31,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2055,中,永久离港,,0.45,,26.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,中,提早退休,,0.2,,12.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,中,死亡,,0.15,,9.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,中,小额结余,,0.12,,7.2,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,中,丧失行为能力/绝密等,,0.08,,4.8,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,中,合计_总提取,11.0873,1.0,396746.0,499.87,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2056,中,退休_一笔过,10.4568,0.947,412616.0,431.46,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2056,中,退休_分期或其他形式,0.5852,0.053,412616.0,24.15,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2056,中,永久离港,,0.45,,27.96,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,中,提早退休,,0.2,,12.43,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,中,死亡,,0.15,,9.32,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,中,小额结余,,0.12,,7.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,中,丧失行为能力/绝密等,,0.08,,4.97,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,中,合计_总提取,11.042,1.0,412616.0,517.74,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2026,高,退休_一笔过,12.7068,0.947,127217.0,161.65,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2026,高,退休_分期或其他形式,0.7111,0.053,127217.0,9.05,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2026,高,永久离港,,0.45,,10.47,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2026,高,提早退休,,0.2,,4.66,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2026,高,死亡,,0.15,,3.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2026,高,小额结余,,0.12,,2.79,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2026,高,丧失行为能力/绝密等,,0.08,,1.86,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2026,高,合计_总提取,13.4179,1.0,127217.0,193.98,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2027,高,退休_一笔过,12.4669,0.947,134214.0,167.32,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2027,高,退休_分期或其他形式,0.6977,0.053,134214.0,9.36,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2027,高,永久离港,,0.45,,10.84,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2027,高,提早退休,,0.2,,4.82,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2027,高,死亡,,0.15,,3.61,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2027,高,小额结余,,0.12,,2.89,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2027,高,丧失行为能力/绝密等,,0.08,,1.93,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2027,高,合计_总提取,13.1646,1.0,134214.0,200.78,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2028,高,退休_一笔过,12.2375,0.947,141596.0,173.28,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2028,高,退休_分期或其他形式,0.6849,0.053,141596.0,9.7,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2028,高,永久离港,,0.45,,11.23,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2028,高,提早退休,,0.2,,4.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2028,高,死亡,,0.15,,3.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2028,高,小额结余,,0.12,,2.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2028,高,丧失行为能力/绝密等,,0.08,,2.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2028,高,合计_总提取,12.9224,1.0,141596.0,207.93,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2029,高,退休_一笔过,12.0186,0.947,149384.0,179.54,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2029,高,退休_分期或其他形式,0.6726,0.053,149384.0,10.05,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2029,高,永久离港,,0.45,,11.63,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2029,高,提早退休,,0.2,,5.17,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2029,高,死亡,,0.15,,3.88,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2029,高,小额结余,,0.12,,3.1,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2029,高,丧失行为能力/绝密等,,0.08,,2.07,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2029,高,合计_总提取,12.6912,1.0,149384.0,215.44,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2030,高,退休_一笔过,11.81,0.947,157600.0,186.13,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2030,高,退休_分期或其他形式,0.661,0.053,157600.0,10.42,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2030,高,永久离港,,0.45,,12.06,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2030,高,提早退休,,0.2,,5.36,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2030,高,死亡,,0.15,,4.02,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2030,高,小额结余,,0.12,,3.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2030,高,丧失行为能力/绝密等,,0.08,,2.14,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2030,高,合计_总提取,12.4709,1.0,157600.0,223.34,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2031,高,退休_一笔过,11.6115,0.947,166268.0,193.06,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2031,高,退休_分期或其他形式,0.6499,0.053,166268.0,10.8,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2031,高,永久离港,,0.45,,12.51,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2031,高,提早退休,,0.2,,5.56,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2031,高,死亡,,0.15,,4.17,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2031,高,小额结余,,0.12,,3.34,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2031,高,丧失行为能力/绝密等,,0.08,,2.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2031,高,合计_总提取,12.2614,1.0,166268.0,231.67,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2032,高,退休_一笔过,11.6474,0.947,175412.0,204.31,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2032,高,退休_分期或其他形式,0.6519,0.053,175412.0,11.43,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2032,高,永久离港,,0.45,,13.24,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2032,高,提早退休,,0.2,,5.88,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2032,高,死亡,,0.15,,4.41,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2032,高,小额结余,,0.12,,3.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2032,高,丧失行为能力/绝密等,,0.08,,2.35,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2032,高,合计_总提取,12.2993,1.0,175412.0,245.16,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2033,高,退休_一笔过,11.6898,0.947,185060.0,216.33,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2033,高,退休_分期或其他形式,0.6542,0.053,185060.0,12.11,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2033,高,永久离港,,0.45,,14.02,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2033,高,提早退休,,0.2,,6.23,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2033,高,死亡,,0.15,,4.67,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2033,高,小额结余,,0.12,,3.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2033,高,丧失行为能力/绝密等,,0.08,,2.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2033,高,合计_总提取,12.344,1.0,185060.0,259.59,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2034,高,退休_一笔过,11.7386,0.947,195238.0,229.18,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2034,高,退休_分期或其他形式,0.657,0.053,195238.0,12.83,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2034,高,永久离港,,0.45,,14.85,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,高,提早退休,,0.2,,6.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,高,死亡,,0.15,,4.95,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,高,小额结余,,0.12,,3.96,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,高,丧失行为能力/绝密等,,0.08,,2.64,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,高,合计_总提取,12.3955,1.0,195238.0,275.01,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2035,高,退休_一笔过,11.7937,0.947,205977.0,242.92,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2035,高,退休_分期或其他形式,0.6601,0.053,205977.0,13.6,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2035,高,永久离港,,0.45,,15.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,高,提早退休,,0.2,,7.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,高,死亡,,0.15,,5.25,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,高,小额结余,,0.12,,4.2,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,高,丧失行为能力/绝密等,,0.08,,2.8,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,高,合计_总提取,12.4538,1.0,205977.0,291.5,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2036,高,退休_一笔过,11.8553,0.947,217305.0,257.62,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2036,高,退休_分期或其他形式,0.6635,0.053,217305.0,14.42,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2036,高,永久离港,,0.45,,16.69,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,高,提早退休,,0.2,,7.42,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,高,死亡,,0.15,,5.56,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,高,小额结余,,0.12,,4.45,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,高,丧失行为能力/绝密等,,0.08,,2.97,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,高,合计_总提取,12.5187,1.0,217305.0,309.14,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2037,高,退休_一笔过,11.828,0.947,229257.0,271.17,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2037,高,退休_分期或其他形式,0.662,0.053,229257.0,15.18,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2037,高,永久离港,,0.45,,17.57,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,高,提早退休,,0.2,,7.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,高,死亡,,0.15,,5.86,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,高,小额结余,,0.12,,4.69,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,高,丧失行为能力/绝密等,,0.08,,3.12,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,高,合计_总提取,12.49,1.0,229257.0,325.39,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2038,高,退休_一笔过,11.7994,0.947,241866.0,285.39,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2038,高,退休_分期或其他形式,0.6604,0.053,241866.0,15.97,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2038,高,永久离港,,0.45,,18.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,高,提早退休,,0.2,,8.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,高,死亡,,0.15,,6.16,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,高,小额结余,,0.12,,4.93,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,高,丧失行为能力/绝密等,,0.08,,3.29,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,高,合计_总提取,12.4598,1.0,241866.0,342.45,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2039,高,退休_一笔过,11.7695,0.947,255169.0,300.32,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2039,高,退休_分期或其他形式,0.6587,0.053,255169.0,16.81,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2039,高,永久离港,,0.45,,19.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,高,提早退休,,0.2,,8.65,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,高,死亡,,0.15,,6.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,高,小额结余,,0.12,,5.19,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,高,丧失行为能力/绝密等,,0.08,,3.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,高,合计_总提取,12.4281,1.0,255169.0,360.37,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2040,高,退休_一笔过,11.7381,0.947,269203.0,315.99,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2040,高,退休_分期或其他形式,0.6569,0.053,269203.0,17.69,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2040,高,永久离港,,0.45,,20.48,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,高,提早退休,,0.2,,9.1,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,高,死亡,,0.15,,6.83,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,高,小额结余,,0.12,,5.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,高,丧失行为能力/绝密等,,0.08,,3.64,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,高,合计_总提取,12.3951,1.0,269203.0,379.18,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2041,高,退休_一笔过,11.7055,0.947,284009.0,332.45,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2041,高,退休_分期或其他形式,0.6551,0.053,284009.0,18.61,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2041,高,永久离港,,0.45,,21.54,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,高,提早退休,,0.2,,9.57,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,高,死亡,,0.15,,7.18,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,高,小额结余,,0.12,,5.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,高,丧失行为能力/绝密等,,0.08,,3.83,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,高,合计_总提取,12.3606,1.0,284009.0,398.92,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2042,高,退休_一笔过,11.7464,0.947,299630.0,351.96,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2042,高,退休_分期或其他形式,0.6574,0.053,299630.0,19.7,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2042,高,永久离港,,0.45,,22.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,高,提早退休,,0.2,,10.14,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,高,死亡,,0.15,,7.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,高,小额结余,,0.12,,6.08,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,高,丧失行为能力/绝密等,,0.08,,4.05,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,高,合计_总提取,12.4038,1.0,299630.0,422.34,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2043,高,退休_一笔过,11.7939,0.947,316109.0,372.82,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2043,高,退休_分期或其他形式,0.6601,0.053,316109.0,20.87,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2043,高,永久离港,,0.45,,24.16,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
