年份,年龄组,性别,人数,情景,来源或假设
2042,30-34,女,200042.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,35-39,男,203384.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,35-39,女,204723.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,40-44,男,231166.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,40-44,女,227765.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,45-49,男,267837.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,45-49,女,267726.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,50-54,男,276058.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,50-54,女,287796.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,55-59,男,270859.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,55-59,女,305541.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,60-64,男,258080.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,60-64,女,316171.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,65-69,男,252259.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,65-69,女,324268.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,70-74,男,234811.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,70-74,女,317375.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,75-79,男,237051.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,75-79,女,317724.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,80-84,男,215766.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,80-84,女,275996.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,85+,男,259648.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2042,85+,女,377811.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,0-4,男,100072.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,0-4,女,94822.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,5-9,男,99284.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,5-9,女,94819.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,10-14,男,102970.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,10-14,女,98944.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,15-19,男,109392.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,15-19,女,105268.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,20-24,男,144453.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,20-24,女,139654.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,25-29,男,189496.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,25-29,女,183748.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,男,208158.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,女,202796.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,男,206915.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,女,206899.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,男,227038.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,女,225591.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,男,262393.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,女,261443.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,男,277087.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,女,286622.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,男,273139.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,女,303377.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,男,261219.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,女,315353.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,男,252126.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,女,322621.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,男,236390.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,女,318001.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,男,231510.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,女,314459.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,男,213608.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,女,281121.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,男,275590.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,女,401676.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,男,100989.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,女,95673.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,男,99867.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,女,95335.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,男,102639.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,女,98614.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,男,111272.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,女,107467.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,男,136247.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,女,131878.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,男,184901.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,女,179639.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,男,210206.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,女,204906.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,男,210305.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,女,208923.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,男,222779.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,女,223265.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,男,256831.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,女,255018.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,男,278047.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,女,285373.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,男,275406.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,女,301189.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,男,264513.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,女,314716.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,男,251979.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,女,320933.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,男,238022.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,女,318669.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,男,226255.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,女,311365.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,男,211887.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,女,286401.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,男,290032.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,女,423942.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,男,101772.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,女,96397.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,男,100599.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,女,95988.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,男,102427.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,女,98388.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,男,112848.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,女,109349.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,男,127914.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,女,123971.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,男,180061.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,女,175263.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,男,211641.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,女,206347.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,男,213554.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,女,210793.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,男,218387.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,女,220785.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,男,251151.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,女,248450.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,男,278918.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,女,284027.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,男,277662.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,女,298976.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,男,267972.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,女,314271.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,男,251817.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,女,319202.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,男,239682.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,女,319354.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,男,221276.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,女,308440.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,男,210589.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,女,291843.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,男,303120.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,女,444741.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,男,102405.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,女,96979.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,男,101458.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,女,96760.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,男,102338.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,女,98269.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,男,114123.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,女,110913.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,男,119498.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,女,115979.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,男,174976.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,女,170620.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,男,212444.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,女,207098.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,男,216662.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,女,212512.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,男,213863.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,女,218153.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,男,245351.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,女,241740.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,男,279679.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,女,282560.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,男,279905.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,女,296740.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,男,271604.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,女,314027.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,男,251640.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,女,317429.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,男,241347.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,女,320028.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,男,216565.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,女,305683.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,男,209700.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,女,297456.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,男,314982.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,女,464192.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,男,102871.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,女,97404.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,男,102418.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,女,97626.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,男,102376.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,女,98258.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,男,113058.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,女,109839.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,男,121265.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,女,118032.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,男,166441.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,女,162473.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,男,207631.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,女,202749.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,男,219153.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,女,215110.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,男,216814.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,女,219703.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,男,240831.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,女,239125.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,男,273971.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,女,275969.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,男,280556.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,女,295160.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,男,273458.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,女,311449.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,男,254371.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,女,316214.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,男,241222.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,女,318367.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,男,218008.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,女,306167.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,男,204570.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,女,294244.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,男,324660.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,女,487133.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,男,102858.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,女,97379.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,男,103297.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,女,98419.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,男,102628.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,女,98446.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,15-19,男,112193.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,15-19,女,108958.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,20-24,男,122815.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,20-24,女,119864.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,25-29,男,157783.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,25-29,女,154198.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,30-34,男,202662.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,30-34,女,198227.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,35-39,男,221161.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,35-39,女,217180.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,40-44,男,219711.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,40-44,女,221195.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,45-49,男,236238.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,45-49,女,236418.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,50-54,男,268208.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,50-54,女,269301.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,55-59,男,281217.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,55-59,女,293591.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,60-64,男,275357.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,60-64,女,308913.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,65-69,男,257259.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,65-69,女,315187.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,70-74,男,241108.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,70-74,女,316693.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,75-79,男,219538.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,75-79,女,306741.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,80-84,男,199845.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,80-84,女,291265.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,85+,男,333749.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2048,85+,女,508894.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,0-4,男,102376.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,0-4,女,96914.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,5-9,男,104079.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,5-9,女,99124.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,10-14,男,103074.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,10-14,女,98814.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,15-19,男,111520.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,15-19,女,108259.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,20-24,男,124149.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,20-24,女,121472.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,25-29,男,149046.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,25-29,女,145839.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,30-34,男,197536.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,30-34,女,193534.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,35-39,男,222667.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,35-39,女,218700.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,40-44,男,222554.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,40-44,女,222630.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,45-49,男,231579.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,45-49,女,233627.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,50-54,男,262389.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,50-54,女,262553.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,55-59,男,281869.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,55-59,女,292009.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,60-64,男,277301.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,60-64,女,306417.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,65-69,男,260317.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,65-69,女,314368.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,70-74,男,241004.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,70-74,女,315005.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,75-79,男,221130.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,75-79,女,307378.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,80-84,男,195504.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,80-84,女,288513.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,85+,男,342315.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2049,85+,女,529587.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,0-4,男,101436.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,0-4,女,96019.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,5-9,男,104749.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,5-9,女,99725.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,10-14,男,103692.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,10-14,女,99344.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,15-19,男,111029.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,15-19,女,107729.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,20-24,男,125268.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,20-24,女,122858.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,25-29,男,140270.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,25-29,女,137444.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,30-34,男,192252.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,30-34,女,188669.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,35-39,男,223648.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,35-39,女,219647.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,40-44,男,225345.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,40-44,女,224007.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,45-49,男,226860.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,45-49,女,230759.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,50-54,男,256515.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,50-54,女,255727.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,55-59,男,282489.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,55-59,女,290391.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,60-64,男,279288.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,60-64,女,303963.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,65-69,男,263563.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,65-69,女,313775.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,70-74,男,240908.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,70-74,女,313303.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,75-79,男,222764.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,75-79,女,308052.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,80-84,男,191528.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,80-84,女,285982.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,85+,男,350419.1,高,队列成分法推算；基准人口=表110-01001A中2026年中
2050,85+,女,549313.7,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,0-4,男,100054.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,0-4,女,94708.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,5-9,男,105290.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,5-9,女,100208.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,10-14,男,104459.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,10-14,女,100016.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,15-19,男,110708.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,15-19,女,107358.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,20-24,男,126173.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,20-24,女,124021.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,25-29,男,131498.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,25-29,女,129058.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,30-34,男,186812.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,30-34,女,183633.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,35-39,男,224085.9,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,35-39,女,220000.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,40-44,男,228082.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,40-44,女,225327.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,45-49,男,222087.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,45-49,女,227821.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,50-54,男,250584.0,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,50-54,女,248821.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,55-59,男,283057.8,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,55-59,女,288715.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,60-64,男,281318.6,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,60-64,女,301548.3,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,65-69,男,267012.5,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,65-69,女,313424.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,70-74,男,240819.4,高,队列成分法推算；基准人口=表110-01001A中2026年中
2051,70-74,女,311586.2,高,队列成分法推算；基准人口=表110-01001A中2026年中
